Word IPA ARPAbet Pronunciation
pwáu /pweɪʌ/ P|W|EY|AH pwayuh
pwáá /pweɪeɪ/ P|W|EY|EY pwayay
pwáé /pweɪiː/ P|W|EY|IY pwayee
pwáí /pweɪaɪ/ P|W|EY|AY pwayiy
pwáó /pweɪoʊ/ P|W|EY|OW pwayoh
pwáú /pweɪuː/ P|W|EY|UW pwayoo
pwáä /pweɪɔː/ P|W|EY|AO pwayaw
pwáë /pweɪɜː/ P|W|EY|ER pwayer
pwáö /pweɪɔɪ/ P|W|EY|OY pwayoi
pwáü /pweɪaʊ/ P|W|EY|AW pwayow
pwáâ /pweɪɑː/ P|W|EY|AA pwayah
pwáû /pweɪʊ/ P|W|EY|UH pwayuu
pwéa /pwiːæ/ P|W|IY|AE pweeaa
pwée /pwiːɛ/ P|W|IY|EH pweeeh
pwéi /pwiːɪ/ P|W|IY|IH pweeih
pwéo /pwiːɒ/ P|W|IY|AA pweeo
pwéu /pwiːʌ/ P|W|IY|AH pweeuh
pwéá /pwiːeɪ/ P|W|IY|EY pweeay
pwéí /pwiːaɪ/ P|W|IY|AY pweeiy
pwéó /pwiːoʊ/ P|W|IY|OW pweeoh
pwéú /pwiːuː/ P|W|IY|UW pweeoo
pwéä /pwiːɔː/ P|W|IY|AO pweeaw
pwéë /pwiːɜː/ P|W|IY|ER pweeer
pwéö /pwiːɔɪ/ P|W|IY|OY pweeoi
pwéü /pwiːaʊ/ P|W|IY|AW pweeow
pwéâ /pwiːɑː/ P|W|IY|AA pweeah
pwéû /pwiːʊ/ P|W|IY|UH pweeuu
pwía /pwaɪæ/ P|W|AY|AE pwiyaa
pwíe /pwaɪɛ/ P|W|AY|EH pwiyeh
pwíi /pwaɪɪ/ P|W|AY|IH pwiyih
pwío /pwaɪɒ/ P|W|AY|AA pwiyo
pwíu /pwaɪʌ/ P|W|AY|AH pwiyuh
pwíá /pwaɪeɪ/ P|W|AY|EY pwiyay
pwíé /pwaɪiː/ P|W|AY|IY pwiyee
pwíó /pwaɪoʊ/ P|W|AY|OW pwiyoh
pwíú /pwaɪuː/ P|W|AY|UW pwiyoo
pwíä /pwaɪɔː/ P|W|AY|AO pwiyaw
pwíë /pwaɪɜː/ P|W|AY|ER pwiyer
pwíü /pwaɪaʊ/ P|W|AY|AW pwiyow
pwíâ /pwaɪɑː/ P|W|AY|AA pwiyah
pwíû /pwaɪʊ/ P|W|AY|UH pwiyuu
pwóa /pwoʊæ/ P|W|OW|AE pwohaa
pwóe /pwoʊɛ/ P|W|OW|EH pwoheh
pwói /pwoʊɪ/ P|W|OW|IH pwohih
pwóo /pwoʊɒ/ P|W|OW|AA pwoho
pwóu /pwoʊʌ/ P|W|OW|AH pwohuh
pwóá /pwoʊeɪ/ P|W|OW|EY pwohay
pwóé /pwoʊiː/ P|W|OW|IY pwohee
pwóí /pwoʊaɪ/ P|W|OW|AY pwohiy
pwóó /pwoʊoʊ/ P|W|OW|OW pwohoh
pwóú /pwoʊuː/ P|W|OW|UW pwohoo
pwóä /pwoʊɔː/ P|W|OW|AO pwohaw
pwóë /pwoʊɜː/ P|W|OW|ER pwoher
pwóö /pwoʊɔɪ/ P|W|OW|OY pwohoi
pwóü /pwoʊaʊ/ P|W|OW|AW pwohow
pwóâ /pwoʊɑː/ P|W|OW|AA pwohah
pwóû /pwoʊʊ/ P|W|OW|UH pwohuu
pwúa /pwuːæ/ P|W|UW|AE pwooaa
pwúe /pwuːɛ/ P|W|UW|EH pwooeh
pwúi /pwuːɪ/ P|W|UW|IH pwooih
pwúu /pwuːʌ/ P|W|UW|AH pwoouh
pwúá /pwuːeɪ/ P|W|UW|EY pwooay
pwúé /pwuːiː/ P|W|UW|IY pwooee
pwúí /pwuːaɪ/ P|W|AW|AY pwooiy
pwúó /pwuːoʊ/ P|W|UW|OW pwoooh
pwúä /pwuːɔː/ P|W|UW|AO pwooaw
pwúë /pwuːɜː/ P|W|UW|ER pwooer
pwúö /pwuːɔɪ/ P|W|UW|OY pwoooi
pwúü /pwuːaʊ/ P|W|UW|AW pwooow
pwúâ /pwuːɑː/ P|W|UW|AA pwooah
pwúû /pwuːʊ/ P|W|UW|UH pwoouu
pwäa /pwɔːæ/ P|W|AO|AE pwawaa
pwäe /pwɔːɛ/ P|W|AO|EH pwaweh
pwäi /pwɔːɪ/ P|W|AO|IH pwawih
pwäo /pwɔːɒ/ P|W|AO|AA pwawo
pwäu /pwɔːʌ/ P|W|AO|AH pwawuh
pwäá /pwɔːeɪ/ P|W|AO|EY pwaway
pwäé /pwɔːiː/ P|W|AO|IY pwawee
pwäí /pwɔːaɪ/ P|W|AO|AY pwawiy
pwäó /pwɔːoʊ/ P|W|AO|OW pwawoh
pwäú /pwɔːuː/ P|W|AO|UW pwawoo
pwäë /pwɔːɜː/ P|W|AO|ER pwawer
pwäö /pwɔːɔɪ/ P|W|AO|OY pwawoi
pwäâ /pwɔːɑː/ P|W|AO|AA pwawah
pwäû /pwɔːʊ/ P|W|AO|UH pwawuu
pwëa /pwɜːæ/ P|W|ER|AE pweraa
pwëe /pwɜːɛ/ P|W|ER|EH pwereh
pwëi /pwɜːɪ/ P|W|ER|IH pwerih
pwëo /pwɜːɒ/ P|W|ER|AA pwero
pwëu /pwɜːʌ/ P|W|ER|AH pweruh
pwëá /pwɜːeɪ/ P|W|ER|EY pweray
pwëé /pwɜːiː/ P|W|ER|IY pweree
pwëó /pwɜːoʊ/ P|W|ER|OW pweroh
pwëâ /pwɜːɑː/ P|W|ER|AA pwerah
pwëä /pwɜːɔː/ P|W|ER|AO pweraw
pwëë /pwɜːɜː/ P|W|ER|ER pwerer
pwëö /pwɜːɔɪ/ P|W|ER|OY pweroi
pwëü /pwɜːaʊ/ P|W|ER|AW pwerow
pwöa /pwɔɪæ/ P|W|OY|AE pwoiaa
pwöë /pwɔɪɜː/ P|W|OY|ER pwoier
pwüi /pwaʊɪ/ P|W|AW|IH pwowih
pwüá /pwaʊeɪ/ P|W|AW|EY pwoway
pwüé /pwaʊiː/ P|W|AW|IY pwowee
pwüë /pwaʊɜː/ P|W|AW|ER pwower
pwüâ /pwaʊɑː/ P|W|AW|AA pwowah
pwâé /pwɑːiː/ P|W|AA|IY pwahee
pwâí /pwɑːaɪ/ P|W|AA|AY pwahiy
pwâö /pwɑːɔɪ/ P|W|AA|OY pwahoi
pwâû /pwɑːʊ/ P|W|AA|UH pwahuu
pwûa /pwʊæ/ P|W|UH|AE pwuuaa
pwûi /pwʊɪ/ P|W|UH|IH pwuuih
pwûo /pwʊɒ/ P|W|UH|AA pwuuo
pra /pɹæ/ P|R|AE praa
pre /pɹɛ/ P|R|EH preh
pri /pɹɪ/ P|R|IH prih
pro /pɹɒ/ P|R|AA pro
pru /pɹʌ/ P|R|AH pruh
prá /pɹeɪ/ P|R|EY pray
pré /pɹiː/ P|R|IY pree
prí /pɹaɪ/ P|R|AY priy
pró /pɹoʊ/ P|R|OW proh
prú /pɹuː/ P|R|UW proo
prä /pɹɔː/ P|R|AO praw
prë /pɹɜː/ P|R|ER prer
prï /pɹj/ P|R|Y pry
prö /pɹɔɪ/ P|R|OY proi
prü /pɹaʊ/ P|R|AW prow
prâ /pɹɑː/ P|R|AA prah
prû /pɹʊ/ P|R|UH pruu
preé /pɹɛiː/ P|R|EH|IY prehee
preâ /pɹɛɑː/ P|R|EH|AA prehah
preû /pɹɛʊ/ P|R|EH|UH prehuu
prou /pɹɒʌ/ P|R|AA|AH prouh
proë /pɹɒɜː/ P|R|AA|ER proer
prue /pɹʌɛ/ P|R|AH|EH pruheh
prui /pɹʌɪ/ P|R|AH|IH pruhih
pruo /pɹʌɒ/ P|R|AH|AA pruho
pruu /pɹʌʌ/ P|R|AH|AH pruhuh
pruá /pɹʌeɪ/ P|R|AH|EY pruhay
prué /pɹʌiː/ P|R|AH|IY pruhee
pruí /pɹʌaɪ/ P|R|AH|AY pruhiy
pruó /pɹʌoʊ/ P|R|AH|OW pruhoh
pruú /pɹʌuː/ P|R|AH|UW pruhoo
pruä /pɹʌɔː/ P|R|AH|AO pruhaw
pruö /pɹʌɔɪ/ P|R|AH|OY pruhoi
pruâ /pɹʌɑː/ P|R|AH|AA pruhah
pruû /pɹʌʊ/ P|R|AH|UH pruhuu
práa /pɹeɪæ/ P|R|EY|AE prayaa
práe /pɹeɪɛ/ P|R|EY|EH prayeh
prái /pɹeɪɪ/ P|R|EY|IH prayih
práo /pɹeɪɒ/ P|R|EY|AA prayo
práu /pɹeɪʌ/ P|R|EY|AH prayuh
práá /pɹeɪeɪ/ P|R|EY|EY prayay
práé /pɹeɪiː/ P|R|EY|IY prayee
práí /pɹeɪaɪ/ P|R|EY|AY prayiy
práó /pɹeɪoʊ/ P|R|EY|OW prayoh
práú /pɹeɪuː/ P|R|EY|UW prayoo
práä /pɹeɪɔː/ P|R|EY|AO prayaw
práë /pɹeɪɜː/ P|R|EY|ER prayer
práö /pɹeɪɔɪ/ P|R|EY|OY prayoi
práü /pɹeɪaʊ/ P|R|EY|AW prayow
práâ /pɹeɪɑː/ P|R|EY|AA prayah
práû /pɹeɪʊ/ P|R|EY|UH prayuu
préa /pɹiːæ/ P|R|IY|AE preeaa
prée /pɹiːɛ/ P|R|IY|EH preeeh
préi /pɹiːɪ/ P|R|IY|IH preeih
préo /pɹiːɒ/ P|R|IY|AA preeo
préu /pɹiːʌ/ P|R|IY|AH preeuh
préá /pɹiːeɪ/ P|R|IY|EY preeay
préí /pɹiːaɪ/ P|R|IY|AY preeiy
préó /pɹiːoʊ/ P|R|IY|OW preeoh
préú /pɹiːuː/ P|R|IY|UW preeoo
préä /pɹiːɔː/ P|R|IY|AO preeaw
préë /pɹiːɜː/ P|R|IY|ER preeer
préö /pɹiːɔɪ/ P|R|IY|OY preeoi
préü /pɹiːaʊ/ P|R|IY|AW preeow
préâ /pɹiːɑː/ P|R|IY|AA preeah
préû /pɹiːʊ/ P|R|IY|UH preeuu
pría /pɹaɪæ/ P|R|AY|AE priyaa
príe /pɹaɪɛ/ P|R|AY|EH priyeh
príi /pɹaɪɪ/ P|R|AY|IH priyih
prío /pɹaɪɒ/ P|R|AY|AA priyo
príu /pɹaɪʌ/ P|R|AY|AH priyuh
príá /pɹaɪeɪ/ P|R|AY|EY priyay
príé /pɹaɪiː/ P|R|AY|IY priyee
príó /pɹaɪoʊ/ P|R|AY|OW priyoh
príú /pɹaɪuː/ P|R|AY|UW priyoo
príä /pɹaɪɔː/ P|R|AY|AO priyaw
príë /pɹaɪɜː/ P|R|AY|ER priyer
príü /pɹaɪaʊ/ P|R|AY|AW priyow
príâ /pɹaɪɑː/ P|R|AY|AA priyah
príû /pɹaɪʊ/ P|R|AY|UH priyuu
próa /pɹoʊæ/ P|R|OW|AE prohaa
próe /pɹoʊɛ/ P|R|OW|EH proheh
prói /pɹoʊɪ/ P|R|OW|IH prohih
próo /pɹoʊɒ/ P|R|OW|AA proho
próu /pɹoʊʌ/ P|R|OW|AH prohuh
próá /pɹoʊeɪ/ P|R|OW|EY prohay
próé /pɹoʊiː/ P|R|OW|IY prohee
próí /pɹoʊaɪ/ P|R|OW|AY prohiy
próó /pɹoʊoʊ/ P|R|OW|OW prohoh
próú /pɹoʊuː/ P|R|OW|UW prohoo
próä /pɹoʊɔː/ P|R|OW|AO prohaw
próë /pɹoʊɜː/ P|R|OW|ER proher
próö /pɹoʊɔɪ/ P|R|OW|OY prohoi
próü /pɹoʊaʊ/ P|R|OW|AW prohow
próâ /pɹoʊɑː/ P|R|OW|AA prohah
próû /pɹoʊʊ/ P|R|OW|UH prohuu
prúa /pɹuːæ/ P|R|UW|AE prooaa
prúe /pɹuːɛ/ P|R|UW|EH prooeh
prúi /pɹuːɪ/ P|R|UW|IH prooih
prúu /pɹuːʌ/ P|R|UW|AH proouh
prúá /pɹuːeɪ/ P|R|UW|EY prooay
prúé /pɹuːiː/ P|R|UW|IY prooee
prúí /pɹuːaɪ/ P|R|AW|AY prooiy
prúó /pɹuːoʊ/ P|R|UW|OW proooh
prúä /pɹuːɔː/ P|R|UW|AO prooaw
prúë /pɹuːɜː/ P|R|UW|ER prooer
prúö /pɹuːɔɪ/ P|R|UW|OY proooi
prúü /pɹuːaʊ/ P|R|UW|AW prooow
prúâ /pɹuːɑː/ P|R|UW|AA prooah
prúû /pɹuːʊ/ P|R|UW|UH proouu
präa /pɹɔːæ/ P|R|AO|AE prawaa
präe /pɹɔːɛ/ P|R|AO|EH praweh
präi /pɹɔːɪ/ P|R|AO|IH prawih
präo /pɹɔːɒ/ P|R|AO|AA prawo
präu /pɹɔːʌ/ P|R|AO|AH prawuh
präá /pɹɔːeɪ/ P|R|AO|EY praway
präé /pɹɔːiː/ P|R|AO|IY prawee
präí /pɹɔːaɪ/ P|R|AO|AY prawiy
präó /pɹɔːoʊ/ P|R|AO|OW prawoh
präú /pɹɔːuː/ P|R|AO|UW prawoo
präë /pɹɔːɜː/ P|R|AO|ER prawer
präö /pɹɔːɔɪ/ P|R|AO|OY prawoi
präâ /pɹɔːɑː/ P|R|AO|AA prawah
präû /pɹɔːʊ/ P|R|AO|UH prawuu
prëa /pɹɜːæ/ P|R|ER|AE preraa
prëe /pɹɜːɛ/ P|R|ER|EH prereh
prëi /pɹɜːɪ/ P|R|ER|IH prerih
prëo /pɹɜːɒ/ P|R|ER|AA prero
prëu /pɹɜːʌ/ P|R|ER|AH preruh
prëá /pɹɜːeɪ/ P|R|ER|EY preray
prëé /pɹɜːiː/ P|R|ER|IY preree
prëó /pɹɜːoʊ/ P|R|ER|OW preroh
prëâ /pɹɜːɑː/ P|R|ER|AA prerah
prëä /pɹɜːɔː/ P|R|ER|AO preraw
prëë /pɹɜːɜː/ P|R|ER|ER prerer
prëö /pɹɜːɔɪ/ P|R|ER|OY preroi
prëü /pɹɜːaʊ/ P|R|ER|AW prerow
pröa /pɹɔɪæ/ P|R|OY|AE proiaa
pröë /pɹɔɪɜː/ P|R|OY|ER proier
prüi /pɹaʊɪ/ P|R|AW|IH prowih
prüá /pɹaʊeɪ/ P|R|AW|EY proway
prüé /pɹaʊiː/ P|R|AW|IY prowee
prüë /pɹaʊɜː/ P|R|AW|ER prower
prüâ /pɹaʊɑː/ P|R|AW|AA prowah
prâé /pɹɑːiː/ P|R|AA|IY prahee
prâí /pɹɑːaɪ/ P|R|AA|AY prahiy
prâö /pɹɑːɔɪ/ P|R|AA|OY prahoi
prâû /pɹɑːʊ/ P|R|AA|UH prahuu
prûa /pɹʊæ/ P|R|UH|AE pruuaa
prûi /pɹʊɪ/ P|R|UH|IH pruuih
prûo /pɹʊɒ/ P|R|UH|AA pruuo
qya /kjæ/ K|Y|AE kyaa
qye /kjɛ/ K|Y|EH kyeh
qyi /kjɪ/ K|Y|IH kyih
qyo /kjɒ/ K|Y|AA kyo
qyu /kjʌ/ K|Y|AH kyuh
qyá /kjeɪ/ K|Y|EY kyay
qyé /kjiː/ K|Y|IY kyee
qyí /kjaɪ/ K|Y|AY kyiy
qyó /kjoʊ/ K|Y|OW kyoh
qyú /kjuː/ K|Y|UW kyoo
qyä /kjɔː/ K|Y|AO kyaw
qyë /kjɜː/ K|Y|ER kyer
qyï /kjj/ K|Y|Y kyy
qyö /kjɔɪ/ K|Y|OY kyoi
qyü /kjaʊ/ K|Y|AW kyow
qyâ /kjɑː/ K|Y|AA kyah
qyû /kjʊ/ K|Y|UH kyuu
qyeé /kjɛiː/ K|Y|EH|IY kyehee
qyeâ /kjɛɑː/ K|Y|EH|AA kyehah
qyeû /kjɛʊ/ K|Y|EH|UH kyehuu
qyou /kjɒʌ/ K|Y|AA|AH kyouh
qyoë /kjɒɜː/ K|Y|AA|ER kyoer
qyue /kjʌɛ/ K|Y|AH|EH kyuheh
qyui /kjʌɪ/ K|Y|AH|IH kyuhih
qyuo /kjʌɒ/ K|Y|AH|AA kyuho
qyuu /kjʌʌ/ K|Y|AH|AH kyuhuh
qyuá /kjʌeɪ/ K|Y|AH|EY kyuhay
qyué /kjʌiː/ K|Y|AH|IY kyuhee
qyuí /kjʌaɪ/ K|Y|AH|AY kyuhiy
qyuó /kjʌoʊ/ K|Y|AH|OW kyuhoh
qyuú /kjʌuː/ K|Y|AH|UW kyuhoo
qyuä /kjʌɔː/ K|Y|AH|AO kyuhaw
qyuö /kjʌɔɪ/ K|Y|AH|OY kyuhoi
qyuâ /kjʌɑː/ K|Y|AH|AA kyuhah
qyuû /kjʌʊ/ K|Y|AH|UH kyuhuu
qyáa /kjeɪæ/ K|Y|EY|AE kyayaa
qyáe /kjeɪɛ/ K|Y|EY|EH kyayeh
qyái /kjeɪɪ/ K|Y|EY|IH kyayih
qyáo /kjeɪɒ/ K|Y|EY|AA kyayo
qyáu /kjeɪʌ/ K|Y|EY|AH kyayuh
qyáá /kjeɪeɪ/ K|Y|EY|EY kyayay
qyáé /kjeɪiː/ K|Y|EY|IY kyayee
qyáí /kjeɪaɪ/ K|Y|EY|AY kyayiy
qyáó /kjeɪoʊ/ K|Y|EY|OW kyayoh
qyáú /kjeɪuː/ K|Y|EY|UW kyayoo
qyáä /kjeɪɔː/ K|Y|EY|AO kyayaw
qyáë /kjeɪɜː/ K|Y|EY|ER kyayer
qyáö /kjeɪɔɪ/ K|Y|EY|OY kyayoi
qyáü /kjeɪaʊ/ K|Y|EY|AW kyayow
qyáâ /kjeɪɑː/ K|Y|EY|AA kyayah
qyáû /kjeɪʊ/ K|Y|EY|UH kyayuu
qyéa /kjiːæ/ K|Y|IY|AE kyeeaa
qyée /kjiːɛ/ K|Y|IY|EH kyeeeh
qyéi /kjiːɪ/ K|Y|IY|IH kyeeih
qyéo /kjiːɒ/ K|Y|IY|AA kyeeo
qyéu /kjiːʌ/ K|Y|IY|AH kyeeuh
qyéá /kjiːeɪ/ K|Y|IY|EY kyeeay
qyéí /kjiːaɪ/ K|Y|IY|AY kyeeiy
qyéó /kjiːoʊ/ K|Y|IY|OW kyeeoh
qyéú /kjiːuː/ K|Y|IY|UW kyeeoo
qyéä /kjiːɔː/ K|Y|IY|AO kyeeaw
qyéë /kjiːɜː/ K|Y|IY|ER kyeeer
qyéö /kjiːɔɪ/ K|Y|IY|OY kyeeoi
qyéü /kjiːaʊ/ K|Y|IY|AW kyeeow
qyéâ /kjiːɑː/ K|Y|IY|AA kyeeah
qyéû /kjiːʊ/ K|Y|IY|UH kyeeuu
qyía /kjaɪæ/ K|Y|AY|AE kyiyaa
qyíe /kjaɪɛ/ K|Y|AY|EH kyiyeh
qyíi /kjaɪɪ/ K|Y|AY|IH kyiyih
qyío /kjaɪɒ/ K|Y|AY|AA kyiyo
qyíu /kjaɪʌ/ K|Y|AY|AH kyiyuh
qyíá /kjaɪeɪ/ K|Y|AY|EY kyiyay
qyíé /kjaɪiː/ K|Y|AY|IY kyiyee
qyíó /kjaɪoʊ/ K|Y|AY|OW kyiyoh
qyíú /kjaɪuː/ K|Y|AY|UW kyiyoo
qyíä /kjaɪɔː/ K|Y|AY|AO kyiyaw
qyíë /kjaɪɜː/ K|Y|AY|ER kyiyer
qyíü /kjaɪaʊ/ K|Y|AY|AW kyiyow
qyíâ /kjaɪɑː/ K|Y|AY|AA kyiyah
qyíû /kjaɪʊ/ K|Y|AY|UH kyiyuu
qyóa /kjoʊæ/ K|Y|OW|AE kyohaa
qyóe /kjoʊɛ/ K|Y|OW|EH kyoheh
qyói /kjoʊɪ/ K|Y|OW|IH kyohih
qyóo /kjoʊɒ/ K|Y|OW|AA kyoho
qyóu /kjoʊʌ/ K|Y|OW|AH kyohuh
qyóá /kjoʊeɪ/ K|Y|OW|EY kyohay
qyóé /kjoʊiː/ K|Y|OW|IY kyohee
qyóí /kjoʊaɪ/ K|Y|OW|AY kyohiy
qyóó /kjoʊoʊ/ K|Y|OW|OW kyohoh
qyóú /kjoʊuː/ K|Y|OW|UW kyohoo
qyóä /kjoʊɔː/ K|Y|OW|AO kyohaw
qyóë /kjoʊɜː/ K|Y|OW|ER kyoher
qyóö /kjoʊɔɪ/ K|Y|OW|OY kyohoi
qyóü /kjoʊaʊ/ K|Y|OW|AW kyohow
qyóâ /kjoʊɑː/ K|Y|OW|AA kyohah
qyóû /kjoʊʊ/ K|Y|OW|UH kyohuu
qyúa /kjuːæ/ K|Y|UW|AE kyooaa
qyúe /kjuːɛ/ K|Y|UW|EH kyooeh
qyúi /kjuːɪ/ K|Y|UW|IH kyooih
qyúu /kjuːʌ/ K|Y|UW|AH kyoouh
qyúá /kjuːeɪ/ K|Y|UW|EY kyooay
qyúé /kjuːiː/ K|Y|UW|IY kyooee
qyúí /kjuːaɪ/ K|Y|AW|AY kyooiy
qyúó /kjuːoʊ/ K|Y|UW|OW kyoooh
qyúä /kjuːɔː/ K|Y|UW|AO kyooaw
qyúë /kjuːɜː/ K|Y|UW|ER kyooer
qyúö /kjuːɔɪ/ K|Y|UW|OY kyoooi
qyúü /kjuːaʊ/ K|Y|UW|AW kyooow
qyúâ /kjuːɑː/ K|Y|UW|AA kyooah
qyúû /kjuːʊ/ K|Y|UW|UH kyoouu
qyäa /kjɔːæ/ K|Y|AO|AE kyawaa
qyäe /kjɔːɛ/ K|Y|AO|EH kyaweh
qyäi /kjɔːɪ/ K|Y|AO|IH kyawih
qyäo /kjɔːɒ/ K|Y|AO|AA kyawo
qyäu /kjɔːʌ/ K|Y|AO|AH kyawuh
qyäá /kjɔːeɪ/ K|Y|AO|EY kyaway
qyäé /kjɔːiː/ K|Y|AO|IY kyawee
qyäí /kjɔːaɪ/ K|Y|AO|AY kyawiy
qyäó /kjɔːoʊ/ K|Y|AO|OW kyawoh
qyäú /kjɔːuː/ K|Y|AO|UW kyawoo
qyäë /kjɔːɜː/ K|Y|AO|ER kyawer
qyäö /kjɔːɔɪ/ K|Y|AO|OY kyawoi
qyäâ /kjɔːɑː/ K|Y|AO|AA kyawah
qyäû /kjɔːʊ/ K|Y|AO|UH kyawuu
qyëa /kjɜːæ/ K|Y|ER|AE kyeraa
qyëe /kjɜːɛ/ K|Y|ER|EH kyereh
qyëi /kjɜːɪ/ K|Y|ER|IH kyerih
qyëo /kjɜːɒ/ K|Y|ER|AA kyero
qyëu /kjɜːʌ/ K|Y|ER|AH kyeruh
qyëá /kjɜːeɪ/ K|Y|ER|EY kyeray
qyëé /kjɜːiː/ K|Y|ER|IY kyeree
qyëó /kjɜːoʊ/ K|Y|ER|OW kyeroh
qyëâ /kjɜːɑː/ K|Y|ER|AA kyerah
qyëä /kjɜːɔː/ K|Y|ER|AO kyeraw
qyëë /kjɜːɜː/ K|Y|ER|ER kyerer
qyëö /kjɜːɔɪ/ K|Y|ER|OY kyeroi
qyëü /kjɜːaʊ/ K|Y|ER|AW kyerow
qyöa /kjɔɪæ/ K|Y|OY|AE kyoiaa
qyöë /kjɔɪɜː/ K|Y|OY|ER kyoier
qyüi /kjaʊɪ/ K|Y|AW|IH kyowih
qyüá /kjaʊeɪ/ K|Y|AW|EY kyoway
qyüé /kjaʊiː/ K|Y|AW|IY kyowee
qyüë /kjaʊɜː/ K|Y|AW|ER kyower
qyüâ /kjaʊɑː/ K|Y|AW|AA kyowah
qyâé /kjɑːiː/ K|Y|AA|IY kyahee
qyâí /kjɑːaɪ/ K|Y|AA|AY kyahiy
qyâö /kjɑːɔɪ/ K|Y|AA|OY kyahoi
qyâû /kjɑːʊ/ K|Y|AA|UH kyahuu
qyûa /kjʊæ/ K|Y|UH|AE kyuuaa
qyûi /kjʊɪ/ K|Y|UH|IH kyuuih
qyûo /kjʊɒ/ K|Y|UH|AA kyuuo
qwa /kwæ/ K|W|AE kwaa
qwe /kwɛ/ K|W|EH kweh
qwi /kwɪ/ K|W|IH kwih
qwo /kwɒ/ K|W|AA kwo
qwu /kwʌ/ K|W|AH kwuh
qwá /kweɪ/ K|W|EY kway
qwé /kwiː/ K|W|IY kwee
qwí /kwaɪ/ K|W|AY kwiy
qwó /kwoʊ/ K|W|OW kwoh
qwú /kwuː/ K|W|UW kwoo
qwä /kwɔː/ K|W|AO kwaw
qwë /kwɜː/ K|W|ER kwer
qwï /kwj/ K|W|Y kwy
qwö /kwɔɪ/ K|W|OY kwoi
qwü /kwaʊ/ K|W|AW kwow
qwâ /kwɑː/ K|W|AA kwah
qwû /kwʊ/ K|W|UH kwuu
qweé /kwɛiː/ K|W|EH|IY kwehee
qweâ /kwɛɑː/ K|W|EH|AA kwehah
qweû /kwɛʊ/ K|W|EH|UH kwehuu
qwou /kwɒʌ/ K|W|AA|AH kwouh
qwoë /kwɒɜː/ K|W|AA|ER kwoer
qwue /kwʌɛ/ K|W|AH|EH kwuheh
qwui /kwʌɪ/ K|W|AH|IH kwuhih
qwuo /kwʌɒ/ K|W|AH|AA kwuho
qwuu /kwʌʌ/ K|W|AH|AH kwuhuh
qwuá /kwʌeɪ/ K|W|AH|EY kwuhay
qwué /kwʌiː/ K|W|AH|IY kwuhee
qwuí /kwʌaɪ/ K|W|AH|AY kwuhiy
qwuó /kwʌoʊ/ K|W|AH|OW kwuhoh
qwuú /kwʌuː/ K|W|AH|UW kwuhoo
qwuä /kwʌɔː/ K|W|AH|AO kwuhaw
qwuö /kwʌɔɪ/ K|W|AH|OY kwuhoi
qwuâ /kwʌɑː/ K|W|AH|AA kwuhah
qwuû /kwʌʊ/ K|W|AH|UH kwuhuu
qwáa /kweɪæ/ K|W|EY|AE kwayaa
qwáe /kweɪɛ/ K|W|EY|EH kwayeh
qwái /kweɪɪ/ K|W|EY|IH kwayih
qwáo /kweɪɒ/ K|W|EY|AA kwayo
qwáu /kweɪʌ/ K|W|EY|AH kwayuh
qwáá /kweɪeɪ/ K|W|EY|EY kwayay
qwáé /kweɪiː/ K|W|EY|IY kwayee
qwáí /kweɪaɪ/ K|W|EY|AY kwayiy
qwáó /kweɪoʊ/ K|W|EY|OW kwayoh
qwáú /kweɪuː/ K|W|EY|UW kwayoo
qwáä /kweɪɔː/ K|W|EY|AO kwayaw
qwáë /kweɪɜː/ K|W|EY|ER kwayer
qwáö /kweɪɔɪ/ K|W|EY|OY kwayoi
qwáü /kweɪaʊ/ K|W|EY|AW kwayow
qwáâ /kweɪɑː/ K|W|EY|AA kwayah
qwáû /kweɪʊ/ K|W|EY|UH kwayuu
qwéa /kwiːæ/ K|W|IY|AE kweeaa
qwée /kwiːɛ/ K|W|IY|EH kweeeh
qwéi /kwiːɪ/ K|W|IY|IH kweeih
qwéo /kwiːɒ/ K|W|IY|AA kweeo
qwéu /kwiːʌ/ K|W|IY|AH kweeuh
qwéá /kwiːeɪ/ K|W|IY|EY kweeay
qwéí /kwiːaɪ/ K|W|IY|AY kweeiy
qwéó /kwiːoʊ/ K|W|IY|OW kweeoh
qwéú /kwiːuː/ K|W|IY|UW kweeoo
qwéä /kwiːɔː/ K|W|IY|AO kweeaw
qwéë /kwiːɜː/ K|W|IY|ER kweeer
qwéö /kwiːɔɪ/ K|W|IY|OY kweeoi
qwéü /kwiːaʊ/ K|W|IY|AW kweeow
qwéâ /kwiːɑː/ K|W|IY|AA kweeah
qwéû /kwiːʊ/ K|W|IY|UH kweeuu
qwía /kwaɪæ/ K|W|AY|AE kwiyaa
qwíe /kwaɪɛ/ K|W|AY|EH kwiyeh
qwíi /kwaɪɪ/ K|W|AY|IH kwiyih
qwío /kwaɪɒ/ K|W|AY|AA kwiyo
qwíu /kwaɪʌ/ K|W|AY|AH kwiyuh
qwíá /kwaɪeɪ/ K|W|AY|EY kwiyay
qwíé /kwaɪiː/ K|W|AY|IY kwiyee
qwíó /kwaɪoʊ/ K|W|AY|OW kwiyoh
qwíú /kwaɪuː/ K|W|AY|UW kwiyoo
qwíä /kwaɪɔː/ K|W|AY|AO kwiyaw
qwíë /kwaɪɜː/ K|W|AY|ER kwiyer
